Id,Label,date_of_episode
A1725,george frideric handel,"April 29, 1983"
A1790,giacomo puccini,"April 29, 1983"
A4802,the dubliners,"April 29, 1983"
A363,barbara cartland,"May 6, 1983"
A1326,edward elgar,"May 6, 1983"
A1618,franz schubert,"May 6, 1983"
A1662,gaetano donizetti,"May 6, 1983"
A2009,henry lawes,"May 6, 1983"
A2038,hilaire belloc,"May 6, 1983"
A2572,joseph haydn,"May 6, 1983"
A4982,the royal navy college chapel choir,"May 6, 1983"
A1325,edvard grieg,"May 13, 1983"
A1536,flanagan and allen,"May 13, 1983"
A1637,frédéric chopin,"May 13, 1983"
A2429,johann strauss ii,"May 13, 1983"
A2603,judy garland,"May 13, 1983"
A3932,pyotr ilyich tchaikovsky,"May 13, 1983"
A4902,the mantovani orchestra,"May 13, 1983"
A5195,trinity boys choir,"May 13, 1983"
A297,arthur sullivan,"May 20, 1983"
A795,charles marie widor,"May 20, 1983"
A1325,edvard grieg,"May 20, 1983"
A1790,giacomo puccini,"May 20, 1983"
A2615,julie andrews,"May 20, 1983"
A3004,ludwig van beethoven,"May 20, 1983"
A3868,pietro mascagni,"May 20, 1983"
A4337,sergey rachmaninov,"May 20, 1983"
A1394,elvis presley,"May 27, 1983"
A1599,frank sinatra,"May 27, 1983"
A3445,nat king cole,"May 27, 1983"
A3521,nikolai rimsky korsakov,"May 27, 1983"
A3745,paul robeson,"May 27, 1983"
A3868,pietro mascagni,"May 27, 1983"
A4382,shirley jones,"May 27, 1983"
A4752,the chieftains,"May 27, 1983"
A702,camille saint saens,"June 3, 1983"
A904,claude debussy,"June 3, 1983"
A1657,gabriel faure,"June 3, 1983"
A2656,kate anna mcgarrigle,"June 3, 1983"
A3206,max bruch,"June 3, 1983"
A4336,sergei prokofiev,"June 3, 1983"
A4414,sinead cusack jonathan hyde,"June 3, 1983"
A4772,the clancy brothers,"June 3, 1983"
A464,better get hit in yo soul,"June 10, 1983"
A899,clark terry,"June 10, 1983"
A1262,duke ellington,"June 10, 1983"
A2045,hoagy carmichael,"June 10, 1983"
A2415,joe morello,"June 10, 1983"
A2459,john handy quintet,"June 10, 1983"
A3639,ornette coleman,"June 10, 1983"
A4031,rhythm kings,"June 10, 1983"
A438,benjamin britten,"June 17, 1983"
A790,charles dibdin,"June 17, 1983"
A1618,franz schubert,"June 17, 1983"
A3648,osian ellis,"June 17, 1983"
A3788,percy grainger,"June 17, 1983"
A3850,philip rosseter,"June 17, 1983"
A526,bing crosby,"June 24, 1983"
A702,camille saint saens,"June 24, 1983"
A1422,enrique granados,"June 24, 1983"
A1790,giacomo puccini,"June 24, 1983"
A2830,leonard bernstein,"June 24, 1983"
A3348,modest mussorgsky,"June 24, 1983"
A4840,the girl from ipanema,"June 24, 1983"
A5267,victor valencia,"June 24, 1983"
A278,arnold schoenberg,"July 1, 1983"
A908,claudio monteverdi,"July 1, 1983"
A1381,elliott carter,"July 1, 1983"
A2304,jean sibelius,"July 1, 1983"
A3004,ludwig van beethoven,"July 1, 1983"
A3201,maurice ravel,"July 1, 1983"
A4570,string quartet no 5,"July 1, 1983"
A5385,william byrd,"July 1, 1983"
A1247,dr hook,"July 8, 1983"
A2430,johannes brahms,"July 8, 1983"
A2478,john lennon,"July 8, 1983"
A3748,paul simon,"July 8, 1983"
A4705,the beatles,"July 8, 1983"
A5169,tony pastor his orchestra,"July 8, 1983"
A5364,wiesmeyer and stein,"July 8, 1983"
A5418,wolfgang amadeus mozart,"July 8, 1983"
A444,benny goodman,"July 15, 1983"
A1178,django reinhardt,"July 15, 1983"
A1618,franz schubert,"July 15, 1983"
A1983,hector berlioz,"July 15, 1983"
A2014,henry purcell,"July 15, 1983"
A2447,john dowland,"July 15, 1983"
A4705,the beatles,"July 15, 1983"
A5418,wolfgang amadeus mozart,"July 15, 1983"
A725,carl nielsen,"July 22, 1983"
A1804,gioachino rossini,"July 22, 1983"
A1815,giuseppe verdi,"July 22, 1983"
A2430,johannes brahms,"July 22, 1983"
A3280,michael tippett,"July 22, 1983"
A4185,roy fox and his orchestra,"July 22, 1983"
A5418,wolfgang amadeus mozart,"July 22, 1983"
A438,benjamin britten,"July 29, 1983"
A607,boris blacher,"July 29, 1983"
A2427,johann sebastian bach,"July 29, 1983"
A2841,leos janacek,"July 29, 1983"
A3455,national theatre orchestra,"July 29, 1983"
A5107,tim hardin,"July 29, 1983"
A5401,william walton,"July 29, 1983"
A36,abe holzmann,"August 5, 1983"
A248,antonin dvorak,"August 5, 1983"
A1725,george frideric handel,"August 5, 1983"
A1825,glenn miller orchestra,"August 5, 1983"
A1948,harry champion,"August 5, 1983"
A2338,jerry orbach,"August 5, 1983"
A4084,robb wilton,"August 5, 1983"
A4846,the guys and dolls orchestra,"August 5, 1983"
A255,antonio vivaldi,"August 12, 1983"
A1657,gabriel faure,"August 12, 1983"
A1815,giuseppe verdi,"August 12, 1983"
A3004,ludwig van beethoven,"August 12, 1983"
A3932,pyotr ilyich tchaikovsky,"August 12, 1983"
A5418,wolfgang amadeus mozart,"August 12, 1983"
A406,beatrice lillie,"August 19, 1983"
A835,chita rivera,"August 19, 1983"
A1963,harry roy his band,"August 19, 1983"
A1965,harry secombe,"August 19, 1983"
A2032,hermione gingold,"August 19, 1983"
A2328,jerome kern,"August 19, 1983"
A2559,jose collins,"August 19, 1983"
A3586,ŒõœåŒªŒ± Œ§œÉŒ±Œ∫ŒØœÅŒ∑,"August 19, 1983"
A72,airbridge,"August 26, 1983"
A1537,flanders and swann,"August 26, 1983"
A2657,kate bush,"August 26, 1983"
A2970,lotte lenya,"August 26, 1983"
A3204,max adrian,"August 26, 1983"
A3575,o superman,"August 26, 1983"
A4064,rick davies,"August 26, 1983"
A5418,wolfgang amadeus mozart,"August 26, 1983"
A506,billie holiday,"September 9, 1983"
A1210,donald fagen,"September 9, 1983"
A1815,giuseppe verdi,"September 9, 1983"
A2132,igor stravinsky,"September 9, 1983"
A2430,johannes brahms,"September 9, 1983"
A3047,magic dick,"September 9, 1983"
A3394,muddy waters,"September 9, 1983"
A3645,oscar peterson,"September 9, 1983"
A726,carl orff,"September 16, 1983"
A1326,edward elgar,"September 16, 1983"
A1367,elkie brooks,"September 16, 1983"
A1727,george gershwin,"September 16, 1983"
A2427,johann sebastian bach,"September 16, 1983"
A3434,nana mouskouri,"September 16, 1983"
A3554,noel coward,"September 16, 1983"
A5418,wolfgang amadeus mozart,"September 16, 1983"
A285,art tatum,"September 17, 1983"
A679,bunny berigan,"September 17, 1983"
A811,charlie parker,"September 17, 1983"
A937,coleman hawkins,"September 17, 1983"
A2904,lionel hampton allstars,"September 17, 1983"
A2905,lionel hampton and his orchestra,"September 17, 1983"
A2977,louis armstrong,"September 17, 1983"
A4653,teddy wilson,"September 17, 1983"
A1312,edith piaf,"September 30, 1983"
A1790,giacomo puccini,"September 30, 1983"
A1818,glasgow orpheus choir,"September 30, 1983"
A1898,gustav mahler,"September 30, 1983"
A2570,joseph canteloube,"September 30, 1983"
A3554,noel coward,"September 30, 1983"
A3744,paul phoenix,"September 30, 1983"
A5401,william walton,"September 30, 1983"
A248,antonin dvorak,"October 7, 1983"
A904,claude debussy,"October 7, 1983"
A1274,dykes whiting,"October 7, 1983"
A1275,dylan thomas,"October 7, 1983"
A2427,johann sebastian bach,"October 7, 1983"
A2444,john d burgess,"October 7, 1983"
A3962,ralph vaughan williams,"October 7, 1983"
A4056,richard tauber,"October 7, 1983"
A299,arthur wood,"October 14, 1983"
A1312,edith piaf,"October 14, 1983"
A1853,gracie fields,"October 14, 1983"
A2977,louis armstrong,"October 14, 1983"
A4191,roy hudd,"October 14, 1983"
A4993,the seekers,"October 14, 1983"
A5067,the yetties,"October 14, 1983"
A5454,you are my sunshine,"October 14, 1983"
A255,antonio vivaldi,"October 21, 1983"
A1042,danny kaye,"October 21, 1983"
A1465,esther ofarim,"October 21, 1983"
A1515,felix mendelssohn,"October 21, 1983"
A3206,max bruch,"October 21, 1983"
A3515,nicolo paganini,"October 21, 1983"
A4273,sammy davis jr,"October 21, 1983"
A5469,yves montand,"October 21, 1983"
A297,arthur sullivan,"October 28, 1983"
A1309,edinburgh city police pipe band,"October 28, 1983"
A1790,giacomo puccini,"October 28, 1983"
A2532,johnny morris,"October 28, 1983"
A3004,ludwig van beethoven,"October 28, 1983"
A4058,richard wagner,"October 28, 1983"
A896,clannad,"November 4, 1983"
A1348,elaine paige,"November 4, 1983"
A2263,james galway,"November 4, 1983"
A3004,ludwig van beethoven,"November 4, 1983"
A4200,royal marine band of hms ark royal,"November 4, 1983"
A4904,the massed pipes and drums of the scottish regiments,"November 4, 1983"
A5246,vangelis,"November 4, 1983"
A5271,video symphonic,"November 4, 1983"
A3443,narrator,"November 11, 1983"
A3445,nat king cole,"November 11, 1983"
A3825,peter paul mary,"November 11, 1983"
A3932,pyotr ilyich tchaikovsky,"November 11, 1983"
A4383,shirley maclaine,"November 11, 1983"
A5158,tony bennett,"November 11, 1983"
A1618,franz schubert,"November 18, 1983"
A1940,harold pinter,"November 18, 1983"
A2282,janet baker,"November 18, 1983"
A2603,judy garland,"November 18, 1983"
A3280,michael tippett,"November 18, 1983"
A3645,oscar peterson,"November 18, 1983"
A5418,wolfgang amadeus mozart,"November 18, 1983"
A1232,dorothy dickson,"November 25, 1983"
A1315,edmund blunden,"November 25, 1983"
A1856,graham greene,"November 25, 1983"
A2891,lilian harvey with orchestra,"November 25, 1983"
A4676,that was the week that was,"November 25, 1983"
A4705,the beatles,"November 25, 1983"
A4929,the nazi storm troopers,"November 25, 1983"
A117,alexander gauntlett,"December 2, 1983"
A255,antonio vivaldi,"December 2, 1983"
A550,blossom dearie,"December 2, 1983"
A1326,edward elgar,"December 2, 1983"
A1433,eric bogle,"December 2, 1983"
A3788,percy grainger,"December 2, 1983"
A4527,steeleye span,"December 2, 1983"
A4993,the seekers,"December 2, 1983"
A737,carly simon,"December 9, 1983"
A1831,glynis johns,"December 9, 1983"
A2427,johann sebastian bach,"December 9, 1983"
A2681,keith hamshere,"December 9, 1983"
A3169,marvin hamlisch,"December 9, 1983"
A4022,reri grist,"December 9, 1983"
A4165,rosalind russell,"December 9, 1983"
A4797,the doobie brothers,"December 9, 1983"
A123,alexander scriabin,"December 16, 1983"
A438,benjamin britten,"December 16, 1983"
A1576,francis poulenc,"December 16, 1983"
A1657,gabriel faure,"December 16, 1983"
A2572,joseph haydn,"December 16, 1983"
A3845,philharmonic orchestra,"December 16, 1983"
A4336,sergei prokofiev,"December 16, 1983"
A4337,sergey rachmaninov,"December 16, 1983"
A1368,ella fitzgerald,"December 23, 1983"
A1824,glenn miller,"December 23, 1983"
A1839,gordon jenkins his orchestra,"December 23, 1983"
A2694,kenneth mckellar,"December 23, 1983"
A3952,ragtime cowboy joe,"December 23, 1983"
A4144,rolling stone,"December 23, 1983"
A4934,the norton sisters,"December 23, 1983"
A4947,the pied pipers,"December 23, 1983"
A255,antonio vivaldi,"December 26, 1983"
A317,at the royal albert hall,"December 26, 1983"
A1725,george frideric handel,"December 26, 1983"
A2154,investiture choir,"December 26, 1983"
A2837,leontyne price,"December 26, 1983"
A5189,treorchy male choir,"December 26, 1983"
A297,arthur sullivan,"December 27, 1983"
A528,binnie hale,"December 27, 1983"
A577,bob newhart,"December 27, 1983"
A1368,ella fitzgerald,"December 27, 1983"
A3004,ludwig van beethoven,"December 27, 1983"
A3544,nocturne in b major op 62 1,"December 27, 1983"
A3548,nocturne in e minor op 72,"December 27, 1983"
A5418,wolfgang amadeus mozart,"December 27, 1983"
A248,antonin dvorak,"December 28, 1983"
A536,black moonlight,"December 28, 1983"
A1618,franz schubert,"December 28, 1983"
A1898,gustav mahler,"December 28, 1983"
A2304,jean sibelius,"December 28, 1983"
A2862,leslie hutch hutchinson,"December 28, 1983"
A2977,louis armstrong,"December 28, 1983"
A4056,richard tauber,"December 28, 1983"
A1618,franz schubert,"December 29, 1983"
A2427,johann sebastian bach,"December 29, 1983"
A5418,wolfgang amadeus mozart,"December 29, 1983"
A795,charles marie widor,"December 30, 1983"
A1274,dykes whiting,"December 30, 1983"
A1725,george frideric handel,"December 30, 1983"
A3004,ludwig van beethoven,"December 30, 1983"
A3127,mario lanza,"December 30, 1983"
A4038,richard clayderman,"December 30, 1983"
A4131,rod stewart,"December 30, 1983"
A5064,the wonder of you,"December 30, 1983"
A519,billy mayerl,"January 6, 1984"
A526,bing crosby,"January 6, 1984"
A2336,jerry lanning,"January 6, 1984"
A2998,lucienne boyer,"January 6, 1984"
A3612,orchestra mascotte,"January 6, 1984"
A3701,pascal bastia,"January 6, 1984"
A4235,rustle of spring,"January 6, 1984"
A5358,whispering jack smith,"January 6, 1984"
A264,aram khachaturian,"January 13, 1984"
A275,arlen mercer,"January 13, 1984"
A375,barbra streisand,"January 13, 1984"
A506,billie holiday,"January 13, 1984"
A1898,gustav mahler,"January 13, 1984"
A2312,jeff wayne,"January 13, 1984"
A2568,josef strauss,"January 13, 1984"
A2660,kate smith,"January 13, 1984"
A81,al stewart,"January 20, 1984"
A1170,dire straits,"January 20, 1984"
A1390,elton john,"January 20, 1984"
A1702,genesis,"January 20, 1984"
A1725,george frideric handel,"January 20, 1984"
A3004,ludwig van beethoven,"January 20, 1984"
A3962,ralph vaughan williams,"January 20, 1984"
A4593,supertramp,"January 20, 1984"
A802,charles trenet,"January 27, 1984"
A1622,fred astaire,"January 27, 1984"
A1998,henri salvador,"January 27, 1984"
A2977,louis armstrong,"January 27, 1984"
A3206,max bruch,"January 27, 1984"
A3467,nellie lutcher,"January 27, 1984"
A4279,sandie shaw,"January 27, 1984"
A5418,wolfgang amadeus mozart,"January 27, 1984"
A248,antonin dvorak,"February 3, 1984"
A1275,dylan thomas,"February 3, 1984"
A1615,franz lehar,"February 3, 1984"
A1790,giacomo puccini,"February 3, 1984"
A1898,gustav mahler,"February 3, 1984"
A2429,johann strauss ii,"February 3, 1984"
A3004,ludwig van beethoven,"February 3, 1984"
A5418,wolfgang amadeus mozart,"February 3, 1984"
A140,alice faye,"February 10, 1984"
A1085,david rose his orchestra,"February 10, 1984"
A1599,frank sinatra,"February 10, 1984"
A2809,lena horne,"February 10, 1984"
A2922,liza minnelli,"February 10, 1984"
A3445,nat king cole,"February 10, 1984"
A4384,shirley ross,"February 10, 1984"
A4577,stubby kaye,"February 10, 1984"
A297,arthur sullivan,"February 17, 1984"
A1725,george frideric handel,"February 17, 1984"
A2342,jessie matthews,"February 17, 1984"
A2427,johann sebastian bach,"February 17, 1984"
A2429,johann strauss ii,"February 17, 1984"
A2466,john hughes,"February 17, 1984"
A3004,ludwig van beethoven,"February 17, 1984"
A5418,wolfgang amadeus mozart,"February 17, 1984"
A301,artie shaw,"February 24, 1984"
A444,benny goodman,"February 24, 1984"
A1262,duke ellington,"February 24, 1984"
A1368,ella fitzgerald,"February 24, 1984"
A1599,frank sinatra,"February 24, 1984"
A2527,johnny hartman,"February 24, 1984"
A2536,johnny smith quintet,"February 24, 1984"
A3171,mary ann mccall,"February 24, 1984"
A1790,giacomo puccini,"March 2, 1984"
A1831,glynis johns,"March 2, 1984"
A1848,gotterdammerung act 3,"March 2, 1984"
A2210,jack buchanan,"March 2, 1984"
A2478,john lennon,"March 2, 1984"
A4054,richard strauss,"March 2, 1984"
A5397,william shakespeare,"March 2, 1984"
A5418,wolfgang amadeus mozart,"March 2, 1984"
A69,aimee van de wiele,"March 9, 1984"
A1384,elsa popping,"March 9, 1984"
A1658,gabrieli brass ensemble,"March 9, 1984"
A2304,jean sibelius,"March 9, 1984"
A2427,johann sebastian bach,"March 9, 1984"
A3685,pannalal ghosh,"March 9, 1984"
A3771,peggy lee,"March 9, 1984"
A3962,ralph vaughan williams,"March 9, 1984"
A437,beniamino gigli,"March 16, 1984"
A702,camille saint saens,"March 16, 1984"
A792,charles francois gounod,"March 16, 1984"
A873,christoph willibald gluck,"March 16, 1984"
A1790,giacomo puccini,"March 16, 1984"
A3554,noel coward,"March 16, 1984"
A3745,paul robeson,"March 16, 1984"
A4274,samuel barber,"March 16, 1984"
A535,black dyke band,"March 23, 1984"
A604,booker t the mg s,"March 23, 1984"
A904,claude debussy,"March 23, 1984"
A988,crosby nash,"March 23, 1984"
A1435,eric clapton,"March 23, 1984"
A3872,pink floyd,"March 23, 1984"
A4517,stanley holloway,"March 23, 1984"
A4705,the beatles,"March 23, 1984"
A952,connie francis,"March 30, 1984"
A1599,frank sinatra,"March 30, 1984"
A2324,jeremy brett and orchestra,"March 30, 1984"
A3445,nat king cole,"March 30, 1984"
A3793,perry como,"March 30, 1984"
A3913,priscilla lopez,"March 30, 1984"
A4035,richard beymer,"March 30, 1984"
A4151,ronald dyson company,"March 30, 1984"
A1326,edward elgar,"April 6, 1984"
A1618,franz schubert,"April 6, 1984"
A2427,johann sebastian bach,"April 6, 1984"
A3201,maurice ravel,"April 6, 1984"
A3515,nicolo paganini,"April 6, 1984"
A4058,richard wagner,"April 6, 1984"
A4108,robert schumann,"April 6, 1984"
A4946,the philadelphia orchestra,"April 6, 1984"
A630,brian eno,"April 13, 1984"
A737,carly simon,"April 13, 1984"
A904,claude debussy,"April 13, 1984"
A2427,johann sebastian bach,"April 13, 1984"
A2478,john lennon,"April 13, 1984"
A3004,ludwig van beethoven,"April 13, 1984"
A4337,sergey rachmaninov,"April 13, 1984"
A5418,wolfgang amadeus mozart,"April 13, 1984"
A255,antonio vivaldi,"April 20, 1984"
A481,big bill broonzy,"April 20, 1984"
A506,billie holiday,"April 20, 1984"
A1448,erik satie,"April 20, 1984"
A2425,johann pachelbel,"April 20, 1984"
A2427,johann sebastian bach,"April 20, 1984"
A2702,kenny rogers,"April 20, 1984"
A3939,quintette du hot club de france,"April 20, 1984"
A189,andre previn,"April 27, 1984"
A811,charlie parker,"April 27, 1984"
A908,claudio monteverdi,"April 27, 1984"
A1326,edward elgar,"April 27, 1984"
A1599,frank sinatra,"April 27, 1984"
A2554,joni mitchell,"April 27, 1984"
A4409,simon garfunkel,"April 27, 1984"
A5418,wolfgang amadeus mozart,"April 27, 1984"
A438,benjamin britten,"May 4, 1984"
A702,camille saint saens,"May 4, 1984"
A1662,gaetano donizetti,"May 4, 1984"
A1870,gregorio allegri,"May 4, 1984"
A2788,lawrence tibbett,"May 4, 1984"
A3004,ludwig van beethoven,"May 4, 1984"
A4336,sergei prokofiev,"May 4, 1984"
A4705,the beatles,"May 4, 1984"
A242,anton bruckner,"May 11, 1984"
A1348,elaine paige,"May 11, 1984"
A1618,franz schubert,"May 11, 1984"
A1815,giuseppe verdi,"May 11, 1984"
A3831,peter sellers,"May 11, 1984"
A3962,ralph vaughan williams,"May 11, 1984"
A4058,richard wagner,"May 11, 1984"
A5284,vincenzo bellini,"May 11, 1984"
A444,benny goodman,"May 18, 1984"
A533,bix beiderbecke,"May 18, 1984"
A896,clannad,"May 18, 1984"
A1725,george frideric handel,"May 18, 1984"
A1870,gregorio allegri,"May 18, 1984"
A2022,herb alpert,"May 18, 1984"
A2427,johann sebastian bach,"May 18, 1984"
A5418,wolfgang amadeus mozart,"May 18, 1984"
A242,anton bruckner,"July 6, 1984"
A255,antonio vivaldi,"July 6, 1984"
A776,cello sonata in g minor op 65,"July 6, 1984"
A1618,franz schubert,"July 6, 1984"
A2132,igor stravinsky,"July 6, 1984"
A2427,johann sebastian bach,"July 6, 1984"
A4054,richard strauss,"July 6, 1984"
A5418,wolfgang amadeus mozart,"July 6, 1984"
A285,art tatum,"July 13, 1984"
A710,cantor samuel malavsky family choir,"July 13, 1984"
A1616,franz liszt,"July 13, 1984"
A2054,honky tonk train blues,"July 13, 1984"
A2427,johann sebastian bach,"July 13, 1984"
A4653,teddy wilson,"July 13, 1984"
A5297,vladimir horowitz,"July 13, 1984"
A5418,wolfgang amadeus mozart,"July 13, 1984"
A438,benjamin britten,"July 20, 1984"
A904,claude debussy,"July 20, 1984"
A1241,douglas byng,"July 20, 1984"
A2427,johann sebastian bach,"July 20, 1984"
A2430,johannes brahms,"July 20, 1984"
A3004,ludwig van beethoven,"July 20, 1984"
A3201,maurice ravel,"July 20, 1984"
A3348,modest mussorgsky,"July 20, 1984"
A779,cesar franck,"July 27, 1984"
A1454,ernest chausson,"July 27, 1984"
A1898,gustav mahler,"July 27, 1984"
A2427,johann sebastian bach,"July 27, 1984"
A2430,johannes brahms,"July 27, 1984"
A3004,ludwig van beethoven,"July 27, 1984"
A3206,max bruch,"July 27, 1984"
A1804,gioachino rossini,"August 3, 1984"
A2891,lilian harvey with orchestra,"August 3, 1984"
A3554,noel coward,"August 3, 1984"
A4054,richard strauss,"August 3, 1984"
A4276,samuel coleridge taylor,"August 3, 1984"
A5286,violet loraine,"August 3, 1984"
A5295,vivienne segal,"August 3, 1984"
A5418,wolfgang amadeus mozart,"August 3, 1984"
A1027,dan williams and his orchestra,"August 10, 1984"
A1599,frank sinatra,"August 10, 1984"
A2012,henry mancini,"August 10, 1984"
A2862,leslie hutch hutchinson,"August 10, 1984"
A3351,mohammed rafi,"August 10, 1984"
A3388,mrs dass and accompaniment private tape,"August 10, 1984"
A3445,nat king cole,"August 10, 1984"
A5469,yves montand,"August 10, 1984"
A276,arnold bax,"August 17, 1984"
A679,bunny berigan,"August 17, 1984"
A2992,love theme from ben hur,"August 17, 1984"
A3201,maurice ravel,"August 17, 1984"
A3831,peter sellers,"August 17, 1984"
A4336,sergei prokofiev,"August 17, 1984"
A4510,stan kenton,"August 17, 1984"
A5001,the singing dogs,"August 17, 1984"
A526,bing crosby,"August 24, 1984"
A592,bobby vee,"August 24, 1984"
A2608,jule styne,"August 24, 1984"
A3273,michael nesmith,"August 24, 1984"
A3554,noel coward,"August 24, 1984"
A3711,pat rooney senior,"August 24, 1984"
A4106,robert preston,"August 24, 1984"
A4269,sam browne,"August 24, 1984"
A908,claudio monteverdi,"August 31, 1984"
A1368,ella fitzgerald,"August 31, 1984"
A2014,henry purcell,"August 31, 1984"
A2429,johann strauss ii,"August 31, 1984"
A2634,k l saigal,"August 31, 1984"
A3004,ludwig van beethoven,"August 31, 1984"
A3745,paul robeson,"August 31, 1984"
A5418,wolfgang amadeus mozart,"August 31, 1984"
A1368,ella fitzgerald,"September 7, 1984"
A1376,ellen hanley orchestra,"September 7, 1984"
A1599,frank sinatra,"September 7, 1984"
A2498,john riatt orchestra,"September 7, 1984"
A2768,lara teeter,"September 7, 1984"
A3281,michael vita,"September 7, 1984"
A4227,russ brown,"September 7, 1984"
A5459,you re just in love from call me madam,"September 7, 1984"
A49,adams wetherey,"September 14, 1984"
A345,ballade no 1 in g minor op 23,"September 14, 1984"
A1326,edward elgar,"September 14, 1984"
A1613,franz anton hoffmeister,"September 14, 1984"
A1618,franz schubert,"September 14, 1984"
A2110,i won t send roses,"September 14, 1984"
A3442,narcissus,"September 14, 1984"
A3803,peter anders orchestra,"September 14, 1984"
A523,billy smart s television circus band,"September 21, 1984"
A661,bucks fizz,"September 21, 1984"
A1205,don mclean,"September 21, 1984"
A1615,franz lehar,"September 21, 1984"
A1677,gary glitter,"September 21, 1984"
A2428,johann strauss i,"September 21, 1984"
A3297,mike batt,"September 21, 1984"
A4705,the beatles,"September 21, 1984"
A1898,gustav mahler,"September 28, 1984"
A2012,henry mancini,"September 28, 1984"
A3527,nino rota,"September 28, 1984"
A3932,pyotr ilyich tchaikovsky,"September 28, 1984"
A4052,richard rodgers,"September 28, 1984"
A4336,sergei prokofiev,"September 28, 1984"
A4337,sergey rachmaninov,"September 28, 1984"
A5370,wilfred josephs,"September 28, 1984"
A1186,dolly macmahon,"October 5, 1984"
A1435,eric clapton,"October 5, 1984"
A1815,giuseppe verdi,"October 5, 1984"
A2430,johannes brahms,"October 5, 1984"
A2795,lead belly,"October 5, 1984"
A3673,paddy moloney,"October 5, 1984"
A4705,the beatles,"October 5, 1984"
A5418,wolfgang amadeus mozart,"October 5, 1984"
A811,charlie parker,"October 12, 1984"
A1262,duke ellington,"October 12, 1984"
A1425,ensemble of the bulgarian republic,"October 12, 1984"
A2427,johann sebastian bach,"October 12, 1984"
A2441,john coltrane,"October 12, 1984"
A2663,kathleen ferrier,"October 12, 1984"
A4466,sonny rollins,"October 12, 1984"
A1510,fats waller,"October 19, 1984"
A1599,frank sinatra,"October 19, 1984"
A1618,franz schubert,"October 19, 1984"
A1622,fred astaire,"October 19, 1984"
A2228,jack teagarden,"October 19, 1984"
A2603,judy garland,"October 19, 1984"
A2977,louis armstrong,"October 19, 1984"
A5418,wolfgang amadeus mozart,"October 19, 1984"
A974,count basie,"October 26, 1984"
A1690,gemma craven and orchestra,"October 26, 1984"
A2364,jimmy durante,"October 26, 1984"
A3004,ludwig van beethoven,"October 26, 1984"
A3335,misrus choir,"October 26, 1984"
A3748,paul simon,"October 26, 1984"
A5418,wolfgang amadeus mozart,"October 26, 1984"
A1618,franz schubert,"November 2, 1984"
A1790,giacomo puccini,"November 2, 1984"
A1815,giuseppe verdi,"November 2, 1984"
A1898,gustav mahler,"November 2, 1984"
A2745,kurt weill,"November 2, 1984"
A3004,ludwig van beethoven,"November 2, 1984"
A5246,vangelis,"November 2, 1984"
A5418,wolfgang amadeus mozart,"November 2, 1984"
A1992,helen morgan,"November 9, 1984"
A2528,johnny hodges,"November 9, 1984"
A2714,king oliver,"November 9, 1984"
A2795,lead belly,"November 9, 1984"
A3331,miriam makeba,"November 9, 1984"
A3534,nkosi sikelel iafrika,"November 9, 1984"
A5418,wolfgang amadeus mozart,"November 9, 1984"
A276,arnold bax,"November 16, 1984"
A288,arthur bliss,"November 16, 1984"
A1087,david tombs,"November 16, 1984"
A1618,franz schubert,"November 16, 1984"
A1639,frederick delius,"November 16, 1984"
A2484,john mccormack,"November 16, 1984"
A4177,rowan atkinson,"November 16, 1984"
A5418,wolfgang amadeus mozart,"November 16, 1984"
A670,buddy holly,"November 23, 1984"
A915,cliff edwards,"November 23, 1984"
A1326,edward elgar,"November 23, 1984"
A1394,elvis presley,"November 23, 1984"
A1898,gustav mahler,"November 23, 1984"
A3004,ludwig van beethoven,"November 23, 1984"
A4705,the beatles,"November 23, 1984"
A5418,wolfgang amadeus mozart,"November 23, 1984"
A1312,edith piaf,"November 30, 1984"
A1890,guillermo de la roche,"November 30, 1984"
A1989,heitor villa lobos,"November 30, 1984"
A3206,max bruch,"November 30, 1984"
A3554,noel coward,"November 30, 1984"
A4954,the police,"November 30, 1984"
A5255,velma middleton,"November 30, 1984"
A5418,wolfgang amadeus mozart,"November 30, 1984"
A438,benjamin britten,"December 7, 1984"
A904,claude debussy,"December 7, 1984"
A2132,igor stravinsky,"December 7, 1984"
A2427,johann sebastian bach,"December 7, 1984"
A2430,johannes brahms,"December 7, 1984"
A3004,ludwig van beethoven,"December 7, 1984"
A3201,maurice ravel,"December 7, 1984"
A3280,michael tippett,"December 7, 1984"
A438,benjamin britten,"December 14, 1984"
A873,christoph willibald gluck,"December 14, 1984"
A1618,franz schubert,"December 14, 1984"
A1815,giuseppe verdi,"December 14, 1984"
A1983,hector berlioz,"December 14, 1984"
A3004,ludwig van beethoven,"December 14, 1984"
A4399,siegfried s funeral march from gotterdammerung,"December 14, 1984"
A5418,wolfgang amadeus mozart,"December 14, 1984"
A255,antonio vivaldi,"December 21, 1984"
A799,charles penrose,"December 21, 1984"
A1325,edvard grieg,"December 21, 1984"
A1394,elvis presley,"December 21, 1984"
A1690,gemma craven and orchestra,"December 21, 1984"
A2402,joe brown with orchestra,"December 21, 1984"
A4902,the mantovani orchestra,"December 21, 1984"
A4973,the road to morocco,"December 21, 1984"
A1368,ella fitzgerald,"December 24, 1984"
A1790,giacomo puccini,"December 24, 1984"
A2430,johannes brahms,"December 24, 1984"
A3373,moritz moszkowski,"December 24, 1984"
A3445,nat king cole,"December 24, 1984"
A3554,noel coward,"December 24, 1984"
