Unique Identifier,episode_ref,track_name,date,date_text,decade,castaway_ref,std_name,std_artist,std_artist_id
8526,1067,La Bohème by Giacomo Puccini,12/11/1994,"December 11,1994",90,2820,trevor mcdonald,giacomo puccini,A1790
8521,1067,Violin Concerto in D major by Ludwig van Beethoven,12/11/1994,"December 11,1994",90,2820,trevor mcdonald,ludwig van beethoven,A3004
8326,1042,The Dream of Gerontius - Praise to the Holiest by Edward Elgar,12/23/1994,"December 23,1994",90,2078,penelope hobhouse,edward elgar,A1326
8324,1042,Dove sono (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,12/23/1994,"December 23,1994",90,2078,penelope hobhouse,wolfgang amadeus mozart,A5418
8291,1038,Symphony No. 9 in D minor 'Choral' - Ode to Joy by Ludwig van Beethoven,1/20/1995,"January 20,1995",90,2129,phil redmond,ludwig van beethoven,A3004
8286,1037,String Quintet in C major by Franz Schubert,1/27/1995,"January 27,1995",90,747,dr richard dawkins,franz schubert,A1618
8288,1037,"St Matthew Passion - Mache dich, mein Herze by Johann Sebastian Bach",1/27/1995,"January 27,1995",90,747,dr richard dawkins,johann sebastian bach,A2427
8283,1037,String Quartet No 1 in D major - Andante Cantabile by Pyotr Ilyich Tchaikovsky,1/27/1995,"January 27,1995",90,747,dr richard dawkins,pyotr ilyich tchaikovsky,A3932
8502,1064,La Bohème Act 1 (finale) by Giacomo Puccini,2/5/1995,"February 5,1995",90,1503,kate adie,giacomo puccini,A1790
8597,1076,"Auf dem See, D543 by Franz Schubert",2/10/1995,"February 10,1995",90,529,dame cicely saunders,franz schubert,A1618
8595,1076,St Matthew Passion by Johann Sebastian Bach,2/10/1995,"February 10,1995",90,529,dame cicely saunders,johann sebastian bach,A2427
8598,1076,Symphony No. 7 in A major by Ludwig van Beethoven,2/10/1995,"February 10,1995",90,529,dame cicely saunders,ludwig van beethoven,A3004
8433,1056,Symphony No. 38 in D major 'Prague' by Wolfgang Amadeus Mozart,2/17/1995,"February 17,1995",90,2208,rabbi hugo gryn,wolfgang amadeus mozart,A5418
8271,1035,Romeo and Juliet Fantasy Overture by Pyotr Ilyich Tchaikovsky,2/24/1995,"February 24,1995",90,1312,jimmy knapp,pyotr ilyich tchaikovsky,A3932
8267,1035,Piano Concerto No. 20 in D minor - 2nd movement by Wolfgang Amadeus Mozart,2/24/1995,"February 24,1995",90,1312,jimmy knapp,wolfgang amadeus mozart,A5418
8257,1034,"Si, pel ciel (Oath duet) (from Otello) by Giuseppe Verdi",3/3/1995,"March 3,1995",90,453,christopher lee,giuseppe verdi,A1815
8263,1034,Don Giovanni by Wolfgang Amadeus Mozart,3/3/1995,"March 3,1995",90,453,christopher lee,wolfgang amadeus mozart,A5418
8251,1033,String Quintet in C major - 1st movement by Franz Schubert,3/10/1995,"March 10,1995",90,2168,professor eric hobsbawm,franz schubert,A1618
8250,1033,Cantata No. 80: Ein feste Burg ist unser Gott by Johann Sebastian Bach,3/10/1995,"March 10,1995",90,2168,professor eric hobsbawm,johann sebastian bach,A2427
8238,1031,"Cantata No. 96: Herr Christ,  der ein'ge Gottes-Sohn by Johann Sebastian Bach",3/24/1995,"March 24,1995",90,880,felix aprahamian,johann sebastian bach,A2427
8409,1053,Cello Concerto in E minor - 1st movement by Edward Elgar,3/26/1995,"March 26,1995",90,1801,mary stott,edward elgar,A1326
8411,1053,Piano Trio No. 1 in B flat major - 2nd movement by Franz Schubert,3/26/1995,"March 26,1995",90,1801,mary stott,franz schubert,A1618
8413,1053,Concerto For Two Keyboards in C minor by Johann Sebastian Bach,3/26/1995,"March 26,1995",90,1801,mary stott,johann sebastian bach,A2427
8416,1053,"St John Passion - Rest calm, O body pure and holy by Johann Sebastian Bach",3/26/1995,"March 26,1995",90,1801,mary stott,johann sebastian bach,A2427
8468,1060,String Quintet in C major - 2nd movement by Franz Schubert,3/31/1995,"March 31,1995",90,2941,zoe wanamaker,franz schubert,A1618
8466,1060,Offertorio (from Requiem Mass) by Giuseppe Verdi,3/31/1995,"March 31,1995",90,2941,zoe wanamaker,giuseppe verdi,A1815
8469,1060,Partita for Keyboard No. 1 in B flat major by Johann Sebastian Bach,3/31/1995,"March 31,1995",90,2941,zoe wanamaker,johann sebastian bach,A2427
8231,1030,Suite for Solo Cello No. 3 in C major by Johann Sebastian Bach,4/7/1995,"April 7,1995",90,1964,nina bawden,johann sebastian bach,A2427
8229,1030,Symphony No. 9 in D minor 'Choral' - 4th movement by Ludwig van Beethoven,4/7/1995,"April 7,1995",90,1964,nina bawden,ludwig van beethoven,A3004
8227,1030,Là ci darem la mano (from Don Giovanni) by Wolfgang Amadeus Mozart,4/7/1995,"April 7,1995",90,1964,nina bawden,wolfgang amadeus mozart,A5418
8222,1029,Sinfonia Concertante in E flat major by Wolfgang Amadeus Mozart,4/14/1995,"April 14,1995",90,1229,james bowman,wolfgang amadeus mozart,A5418
8211,1028,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves) (from Nabucco) by Giuseppe Verdi",4/21/1995,"April 21,1995",90,1133,hugh grant,giuseppe verdi,A1815
8192,1025,Symphony No 5 1812 Overture by Pyotr Ilyich Tchaikovsky,5/12/1995,"May 12,1995",90,735,dr george carey,pyotr ilyich tchaikovsky,A3932
8187,1025,Symphony No. 40 in G minor - 3rd movement by Wolfgang Amadeus Mozart,5/12/1995,"May 12,1995",90,735,dr george carey,wolfgang amadeus mozart,A5418
8170,1023,Violin Concerto in B minor - 2nd movement by Edward Elgar,5/26/1995,"May 26,1995",90,2531,sir bernard ingham,edward elgar,A1326
8176,1023,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,5/26/1995,"May 26,1995",90,2531,sir bernard ingham,ludwig van beethoven,A3004
8151,1020,Ständchen (from Schwanengesang) by Franz Schubert,6/23/1995,"June 23,1995",90,2601,sir magdi yacoub,franz schubert,A1618
8145,1020,"Well-tempered Clavier, Book 1 - Prelude & Fugue in C major by Johann Sebastian Bach",6/23/1995,"June 23,1995",90,2601,sir magdi yacoub,johann sebastian bach,A2427
8150,1020,St Matthew Passion - Wir setzen uns mit Tränen nieder by Johann Sebastian Bach,6/23/1995,"June 23,1995",90,2601,sir magdi yacoub,johann sebastian bach,A2427
8149,1020,Swan Lake - Dance of the Swans by Pyotr Ilyich Tchaikovsky,6/23/1995,"June 23,1995",90,2601,sir magdi yacoub,pyotr ilyich tchaikovsky,A3932
8147,1020,Requiem in D minor - Confutatis by Wolfgang Amadeus Mozart,6/23/1995,"June 23,1995",90,2601,sir magdi yacoub,wolfgang amadeus mozart,A5418
8148,1020,Requiem in D minor - Lacrymosa by Wolfgang Amadeus Mozart,6/23/1995,"June 23,1995",90,2601,sir magdi yacoub,wolfgang amadeus mozart,A5418
8152,1020,"Fantasia in D minor, K397 by Wolfgang Amadeus Mozart",6/23/1995,"June 23,1995",90,2601,sir magdi yacoub,wolfgang amadeus mozart,A5418
8143,1019,Vissi d'arte (from Tosca) by Giacomo Puccini,6/30/1995,"June 30,1995",90,1272,jasper conran,giacomo puccini,A1790
8134,1018,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves) (from Nabucco) by Giuseppe Verdi",7/7/1995,"July 7,1995",90,761,duke of westminster,giuseppe verdi,A1815
8121,1017,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,7/14/1995,"July 14,1995",90,2899,wendy richard,edward elgar,A1326
8358,1046,Goldberg variations - Variation No. 26 by Johann Sebastian Bach,7/28/1995,"July 28,1995",90,276,berthold goldschmidt,johann sebastian bach,A2427
8552,1070,Cello Concerto in E Minor by Edward Elgar,8/4/1995,"August 4,1995",90,2630,sir ranulph fiennes,edward elgar,A1326
8432,1055,Mass No. 18 in C minor 'Great' - Laudamus te by Wolfgang Amadeus Mozart,8/11/1995,"August 11,1995",90,1340,joanna trollope,wolfgang amadeus mozart,A5418
8507,1065,Symphony No. 6 in C Major by Franz Schubert,8/18/1995,"August 18,1995",90,2587,sir john wilson,franz schubert,A1618
8506,1065,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",8/18/1995,"August 18,1995",90,2587,sir john wilson,johann sebastian bach,A2427
8512,1065,Mass in B minor - Sanctus by Johann Sebastian Bach,8/18/1995,"August 18,1995",90,2587,sir john wilson,johann sebastian bach,A2427
8305,1040,Leonora Overture No. 3 by Ludwig van Beethoven,8/25/1995,"August 25,1995",90,34,alan clark,ludwig van beethoven,A3004
8312,1040,Sleeping Beauty Capriccio Italien by Pyotr Ilyich Tchaikovsky,8/25/1995,"August 25,1995",90,34,alan clark,pyotr ilyich tchaikovsky,A3932
8380,1049,Nessun dorma by Giacomo Puccini,9/1/1995,"September 1,1995",90,1698,lynda la plante,giacomo puccini,A1790
8365,1047,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",9/8/1995,"September 8,1995",90,179,archbishop desmond tutu,johann sebastian bach,A2427
8364,1047,Piano Concerto No. 1 in C major by Ludwig van Beethoven,9/8/1995,"September 8,1995",90,179,archbishop desmond tutu,ludwig van beethoven,A3004
8366,1047,Requiem in D minor - Sanctus by Wolfgang Amadeus Mozart,9/8/1995,"September 8,1995",90,179,archbishop desmond tutu,wolfgang amadeus mozart,A5418
8116,1016,"Well-Tempered Clavier, Book 1 - Fugue in C major by Johann Sebastian Bach",9/15/1995,"September 15,1995",90,1425,john updike,johann sebastian bach,A2427
8120,1016,Symphony No. 5 in C minor by Ludwig van Beethoven,9/15/1995,"September 15,1995",90,1425,john updike,ludwig van beethoven,A3004
8118,1016,Piano Concerto No. 21 in C major by Wolfgang Amadeus Mozart,9/15/1995,"September 15,1995",90,1425,john updike,wolfgang amadeus mozart,A5418
8112,1015,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,9/22/1995,"September 22,1995",90,1823,max nicholson,ludwig van beethoven,A3004
8108,1015,Der Vogelfänger bin ich ja (from The Magic Flute) by Wolfgang Amadeus Mozart,9/22/1995,"September 22,1995",90,1823,max nicholson,wolfgang amadeus mozart,A5418
8100,1014,Concerto For Three Violins in D major by Johann Sebastian Bach,9/29/1995,"September 29,1995",90,1815,maurice saatchi,johann sebastian bach,A2427
8081,1012,Act 1 Duet (from Tosca) by Giacomo Puccini,10/13/1995,"October 13,1995",90,53,alan yentob,giacomo puccini,A1790
8087,1012,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,10/13/1995,"October 13,1995",90,53,alan yentob,wolfgang amadeus mozart,A5418
8051,1008,String Quintet in C major by Franz Schubert,11/10/1995,"November 10,1995",90,2403,rt hon gillian shephard mp,franz schubert,A1618
8049,1008,Mass in B Minor - Cum sancto spiritu by Johann Sebastian Bach,11/10/1995,"November 10,1995",90,2403,rt hon gillian shephard mp,johann sebastian bach,A2427
8050,1008,Concerto for 2 Pianos in E flat major (Piano Concerto No. 10) by Wolfgang Amadeus Mozart,11/10/1995,"November 10,1995",90,2403,rt hon gillian shephard mp,wolfgang amadeus mozart,A5418
8056,1008,String Quintet No. 4 in G minor by Wolfgang Amadeus Mozart,11/10/1995,"November 10,1995",90,2403,rt hon gillian shephard mp,wolfgang amadeus mozart,A5418
8044,1007,Goldberg variations - Variation No. 22 by Johann Sebastian Bach,11/17/1995,"November 17,1995",90,2831,umberto eco,johann sebastian bach,A2427
8047,1007,Symphony No. 7 in A major - 2nd movement by Ludwig van Beethoven,11/17/1995,"November 17,1995",90,2831,umberto eco,ludwig van beethoven,A3004
8048,1007,"Din Giovanni Act 2, Scene 6 by Wolfgang Amadeus Mozart",11/17/1995,"November 17,1995",90,2831,umberto eco,wolfgang amadeus mozart,A5418
8207,1027,Symphony No. 2 in E flat major - 1st movement by Edward Elgar,11/26/1995,"November 26,1995",90,976,george lloyd,edward elgar,A1326
8205,1027,Bella figlia dell'amore (from Rigoletto) by Giuseppe Verdi,11/26/1995,"November 26,1995",90,976,george lloyd,giuseppe verdi,A1815
8208,1027,"Jesu, Joy of Mans Desiring from Cantata BWV 147 by Johann Sebastian Bach",11/26/1995,"November 26,1995",90,976,george lloyd,johann sebastian bach,A2427
8201,1027,Violin Concerto in D major by Pyotr Ilyich Tchaikovsky,11/26/1995,"November 26,1995",90,976,george lloyd,pyotr ilyich tchaikovsky,A3932
8195,1026,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",12/1/1995,"December 1,1995",90,2088,pete waterman,edward elgar,A1326
8030,1005,E Lucevan Le Stelle (from Tosca) by Giacomo Puccini,12/8/1995,"December 8,1995",90,85,alison steadman,giacomo puccini,A1790
8273,1036,The Dream Of Gerontius (Prelude) by Edward Elgar,12/10/1995,"December 10,1995",90,2514,sir adrian cadbury,edward elgar,A1326
8276,1036,Symphony No. 1 in C Major by Ludwig van Beethoven,12/10/1995,"December 10,1995",90,2514,sir adrian cadbury,ludwig van beethoven,A3004
8277,1036,Slow March (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,12/10/1995,"December 10,1995",90,2514,sir adrian cadbury,wolfgang amadeus mozart,A5418
8015,1003,Goldberg variations by Johann Sebastian Bach,12/29/1995,"December 29,1995",90,2125,petula clark,johann sebastian bach,A2427
8016,1003,Piano Concerto No. 21 in C major - 2nd movement by Wolfgang Amadeus Mozart,12/29/1995,"December 29,1995",90,2125,petula clark,wolfgang amadeus mozart,A5418
7996,1001,String Quintet in C major by Franz Schubert,1/12/1996,"January 12,1996",90,451,christopher hampton,franz schubert,A1618
7997,1001,St Matthew Passion - Erbarme dich by Johann Sebastian Bach,1/12/1996,"January 12,1996",90,451,christopher hampton,johann sebastian bach,A2427
7994,1001,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,1/12/1996,"January 12,1996",90,451,christopher hampton,wolfgang amadeus mozart,A5418
8000,1001,Requiem in D minor - Lacrymosa by Wolfgang Amadeus Mozart,1/12/1996,"January 12,1996",90,451,christopher hampton,wolfgang amadeus mozart,A5418
7975,998,Requiem in D minor - Dies Irae by Wolfgang Amadeus Mozart,2/2/1996,"February 2,1996",90,1473,julian barnes,wolfgang amadeus mozart,A5418
7952,995,String Quintet in C major - 2nd movement by Franz Schubert,3/1/1996,"March 1,1996",90,2641,sir roy calne,franz schubert,A1618
7948,995,Dies irae (from Requiem Mass) by Giuseppe Verdi,3/1/1996,"March 1,1996",90,2641,sir roy calne,giuseppe verdi,A1815
7945,995,"Piano Sonata No. 8 in C minor, Op. 13 'Pathétique' by Ludwig van Beethoven",3/1/1996,"March 1,1996",90,2641,sir roy calne,ludwig van beethoven,A3004
7951,995,Là ci darem la mano (from Don Giovanni) by Wolfgang Amadeus Mozart,3/1/1996,"March 1,1996",90,2641,sir roy calne,wolfgang amadeus mozart,A5418
7938,994,Suite No. 3 in D major by Johann Sebastian Bach,3/8/1996,"March 8,1996",90,2404,rt hon gordon brown mp,johann sebastian bach,A2427
8076,1011,Cello Concerto in E Minor by Edward Elgar,3/10/1996,"March 10,1996",90,2283,richard hoggart,edward elgar,A1326
8074,1011,La traviata Prelude to Act 1 by Giuseppe Verdi,3/10/1996,"March 10,1996",90,2283,richard hoggart,giuseppe verdi,A1815
8079,1011,Prisoners' Chorus (from Fidelio) by Ludwig van Beethoven,3/10/1996,"March 10,1996",90,2283,richard hoggart,ludwig van beethoven,A3004
8183,1024,Un bel di vedremo (One fine day) (from Madama Butterfly) by Giacomo Puccini,3/15/1996,"March 15,1996",90,1932,neil simon,giacomo puccini,A1790
8182,1024,Serenade No. 13 in G major 'Eine kleine Nachtmusik' by Wolfgang Amadeus Mozart,3/15/1996,"March 15,1996",90,1932,neil simon,wolfgang amadeus mozart,A5418
7934,993,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves) (from Nabucco) by Giuseppe Verdi",3/22/1996,"March 22,1996",90,1629,lord alexander,giuseppe verdi,A1815
7931,993,Clarinet Concerto in A major - 2nd movement by Wolfgang Amadeus Mozart,3/22/1996,"March 22,1996",90,1629,lord alexander,wolfgang amadeus mozart,A5418
7927,992,"Im Frühling, D882 by Franz Schubert",3/29/1996,"March 29,1996",90,1550,kyra vayne,franz schubert,A1618
7928,992,Symphony No. 9 in D minor 'Choral' - 4th movement by Ludwig van Beethoven,3/29/1996,"March 29,1996",90,1550,kyra vayne,ludwig van beethoven,A3004
7921,992,Tatiana's Letter Scene (from Eugene Onegin) by Pyotr Ilyich Tchaikovsky,3/29/1996,"March 29,1996",90,1550,kyra vayne,pyotr ilyich tchaikovsky,A3932
7908,990,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,4/12/1996,"April 12,1996",90,689,dickie bird,edward elgar,A1326
7911,990,Turandot by Giacomo Puccini,4/12/1996,"April 12,1996",90,689,dickie bird,giacomo puccini,A1790
7897,989,"Si, mi chiamano Mimi (from La Bohème) by Giacomo Puccini",4/19/1996,"April 19,1996",90,2875,viscount rothermere,giacomo puccini,A1790
7902,989,Piano Concerto No. 1 in B Flat Minor by Pyotr Ilyich Tchaikovsky,4/19/1996,"April 19,1996",90,2875,viscount rothermere,pyotr ilyich tchaikovsky,A3932
7882,987,Frühlingstraum (from Winterreise) by Franz Schubert,5/3/1996,"May 3,1996",90,1894,mitsuko uchida,franz schubert,A1618
7887,987,String Quintet in C major by Franz Schubert,5/3/1996,"May 3,1996",90,1894,mitsuko uchida,franz schubert,A1618
7881,987,Suite for Solo Cello No. 1 in G major by Johann Sebastian Bach,5/3/1996,"May 3,1996",90,1894,mitsuko uchida,johann sebastian bach,A2427
7886,987,Sonata for solo violin No 3 in C major BWV1005 by Johann Sebastian Bach,5/3/1996,"May 3,1996",90,1894,mitsuko uchida,johann sebastian bach,A2427
7888,987,St John Passion - My dearest Saviour by Johann Sebastian Bach,5/3/1996,"May 3,1996",90,1894,mitsuko uchida,johann sebastian bach,A2427
7885,987,"String Quartet No. 15 in A minor, Op. 132 by Ludwig van Beethoven",5/3/1996,"May 3,1996",90,1894,mitsuko uchida,ludwig van beethoven,A3004
7884,987,Di scrivermi ogni giorno (from Cosi fan tutte) by Wolfgang Amadeus Mozart,5/3/1996,"May 3,1996",90,1894,mitsuko uchida,wolfgang amadeus mozart,A5418
7862,984,Cello Concerto in E Minor by Edward Elgar,5/24/1996,"May 24,1996",90,1266,janet holmes a court,edward elgar,A1326
7864,984,String Quintet in C major by Franz Schubert,5/24/1996,"May 24,1996",90,1266,janet holmes a court,franz schubert,A1618
7859,984,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,5/24/1996,"May 24,1996",90,1266,janet holmes a court,ludwig van beethoven,A3004
7863,984,Fidelio by Ludwig van Beethoven,5/24/1996,"May 24,1996",90,1266,janet holmes a court,ludwig van beethoven,A3004
7844,982,La traviata Prelude to Act 1 by Giuseppe Verdi,6/7/1996,"June 7,1996",90,1002,gerry robinson,giuseppe verdi,A1815
7832,980,String Quintet in C major by Franz Schubert,6/21/1996,"June 21,1996",90,2202,quentin crewe,franz schubert,A1618
7826,980,"Amici in vita, in morte (from La forza del destino) by Giuseppe Verdi",6/21/1996,"June 21,1996",90,2202,quentin crewe,giuseppe verdi,A1815
8058,1009,Brandenburg Concerto No. 5 In D Major by Johann Sebastian Bach,6/28/1996,"June 28,1996",90,819,elizabeth jane howard,johann sebastian bach,A2427
8057,1009,Piano Concerto No. 14 in E flat major by Wolfgang Amadeus Mozart,6/28/1996,"June 28,1996",90,819,elizabeth jane howard,wolfgang amadeus mozart,A5418
8064,1009,Requiem in D minor - Dies Irae by Wolfgang Amadeus Mozart,6/28/1996,"June 28,1996",90,819,elizabeth jane howard,wolfgang amadeus mozart,A5418
8002,1002,"Ach, ich fühl's (from The Magic Flute) by Wolfgang Amadeus Mozart",7/5/1996,"July 5,1996",90,1556,lady margaret tebbit,wolfgang amadeus mozart,A5418
8040,1006,Romeo and Juliet Fantasy Overture by Pyotr Ilyich Tchaikovsky,7/12/1996,"July 12,1996",90,979,george martin,pyotr ilyich tchaikovsky,A3932
8036,1006,Oboe Quartet in F major by Wolfgang Amadeus Mozart,7/12/1996,"July 12,1996",90,979,george martin,wolfgang amadeus mozart,A5418
7968,997,Suite for Lute No. 4 in E major - 1st movement by Johann Sebastian Bach,7/26/1996,"July 26,1996",90,864,eve arnold,johann sebastian bach,A2427
7963,997,The Magic Flute by Wolfgang Amadeus Mozart,7/26/1996,"July 26,1996",90,864,eve arnold,wolfgang amadeus mozart,A5418
7982,999,Nutcracker ballet - Act  2 Pas de deux by Pyotr Ilyich Tchaikovsky,8/9/1996,"August 9,1996",90,429,chili bouchier,pyotr ilyich tchaikovsky,A3932
7956,996,Cello Concerto in E Minor by Edward Elgar,8/16/1996,"August 16,1996",90,2722,susan hill,edward elgar,A1326
7953,996,Cosi fan tutte Overture by Wolfgang Amadeus Mozart,8/16/1996,"August 16,1996",90,2722,susan hill,wolfgang amadeus mozart,A5418
7817,979,Violin Concerto in D major by Ludwig van Beethoven,8/23/1996,"August 23,1996",90,97,andre previn,ludwig van beethoven,A3004
7824,979,"String Quartet No.14 in C sharp minor, Op. 131 by Ludwig van Beethoven",8/23/1996,"August 23,1996",90,97,andre previn,ludwig van beethoven,A3004
7822,979,Symphony No. 40 In G Minor by Wolfgang Amadeus Mozart,8/23/1996,"August 23,1996",90,97,andre previn,wolfgang amadeus mozart,A5418
7809,978,String Quartet No. 14 in D minor 'Death and the Maiden' by Franz Schubert,8/30/1996,"August 30,1996",90,116,anita lasker wallfisch,franz schubert,A1618
7811,978,St Matthew Passion - Wir setzen uns mit Tränen nieder by Johann Sebastian Bach,8/30/1996,"August 30,1996",90,116,anita lasker wallfisch,johann sebastian bach,A2427
7816,978,"Piano Sonata No. 32 in C minor, Op. 111 by Ludwig van Beethoven",8/30/1996,"August 30,1996",90,116,anita lasker wallfisch,ludwig van beethoven,A3004
7810,978,"Din Giovanni Act 2, Scene 6 by Wolfgang Amadeus Mozart",8/30/1996,"August 30,1996",90,116,anita lasker wallfisch,wolfgang amadeus mozart,A5418
7763,972,"String Quartet No. 15 in A minor, Op. 132 by Ludwig van Beethoven",10/11/1996,"October 11,1996",90,1608,lewis wolpert,ludwig van beethoven,A3004
7767,972,"Cosi fan tutte, Act 2 by Wolfgang Amadeus Mozart",10/11/1996,"October 11,1996",90,1608,lewis wolpert,wolfgang amadeus mozart,A5418
7741,969,Ah perdona al primo affetto (from La Clemenza di Tito) by Wolfgang Amadeus Mozart,11/1/1996,"November 1,1996",90,1258,jancis robinson,wolfgang amadeus mozart,A5418
7729,968,Cello Concerto in E Minor by Edward Elgar,11/8/1996,"November 8,1996",90,438,chris patten,edward elgar,A1326
7732,968,Fidelio by Ludwig van Beethoven,11/8/1996,"November 8,1996",90,438,chris patten,ludwig van beethoven,A3004
7735,968,Mass No. 18 in C minor 'Great' - Kyrie by Wolfgang Amadeus Mozart,11/8/1996,"November 8,1996",90,438,chris patten,wolfgang amadeus mozart,A5418
7674,961,Requiem in D minor - Lacrymosa by Wolfgang Amadeus Mozart,12/27/1996,"December 27,1996",90,1289,jennifer saunders,wolfgang amadeus mozart,A5418
7667,960,Symphony No. 6 in B minor 'Pathétique' by Pyotr Ilyich Tchaikovsky,1/3/1997,"January 3,1997",90,1773,martin amis,pyotr ilyich tchaikovsky,A3932
7728,967,Suite No. 6 In D major- Gigue by Johann Sebastian Bach,1/12/1997,"January 12,1997",90,2594,sir laurens van der post,johann sebastian bach,A2427
7725,967,"Piano Sonata No. 17 in D minor, Op. 31/2 'Tempest' by Ludwig van Beethoven",1/12/1997,"January 12,1997",90,2594,sir laurens van der post,ludwig van beethoven,A3004
7652,958,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,1/31/1997,"January 31,1997",90,1172,irene thomas,wolfgang amadeus mozart,A5418
7636,956,Voi che sapete (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,2/9/1997,"February 9,1997",90,2756,terry pratchett,wolfgang amadeus mozart,A5418
7630,955,"Piano Sonata No. 19 in C minor,  D958 by Franz Schubert",2/21/1997,"February 21,1997",90,1790,mary benson,franz schubert,A1618
7625,955,Rigoletto Act 2 by Giuseppe Verdi,2/21/1997,"February 21,1997",90,1790,mary benson,giuseppe verdi,A1815
7626,955,"Well-Tempered Clavier, Book 1 - Prelude & Fugue in E major by Johann Sebastian Bach",2/21/1997,"February 21,1997",90,1790,mary benson,johann sebastian bach,A2427
7627,955,"Bagatelles, Op. 126 - No. 4 in B minor by Ludwig van Beethoven",2/21/1997,"February 21,1997",90,1790,mary benson,ludwig van beethoven,A3004
7599,951,Tosca by Giacomo Puccini,3/21/1997,"March 21,1997",90,1965,nina campbell,giacomo puccini,A1790
7594,951,Symphony No. 6 in F major 'Pastoral' - 5th movement (Shepherds' Song) by Ludwig van Beethoven,3/21/1997,"March 21,1997",90,1965,nina campbell,ludwig van beethoven,A3004
7793,976,O zitt're nicht (from The Magic Flute) by Wolfgang Amadeus Mozart,4/6/1997,"April 6,1997",90,2161,professor colin blakemore,wolfgang amadeus mozart,A5418
7554,946,Sea Pictures - Sabbath morning at sea by Edward Elgar,5/9/1997,"May 9,1997",90,2603,sir martin rees,edward elgar,A1326
7553,946,"String Quartet No. 8 In E minor, Op. 59/2 'Rasumovsky' by Ludwig van Beethoven",5/9/1997,"May 9,1997",90,2603,sir martin rees,ludwig van beethoven,A3004
7538,944,Nabucco Prelude by Giuseppe Verdi,5/23/1997,"May 23,1997",90,1076,harry enfield,giuseppe verdi,A1815
7541,944,Or co'dadi (Soldiers' chorus) (from Il trovatore) by Giuseppe Verdi,5/23/1997,"May 23,1997",90,1076,harry enfield,giuseppe verdi,A1815
7529,943,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,5/30/1997,"May 30,1997",90,2495,sian phillips,wolfgang amadeus mozart,A5418
7524,942,Goldberg variations - Variation No. 25 by Johann Sebastian Bach,6/6/1997,"June 6,1997",90,1339,joanna macgregor,johann sebastian bach,A2427
7525,942,"Don Giovanni Act 2, Scene 2 by Wolfgang Amadeus Mozart",6/6/1997,"June 6,1997",90,1339,joanna macgregor,wolfgang amadeus mozart,A5418
7624,954,La donna è mobile (from Rigoletto) by Giuseppe Verdi,7/11/1997,"July 11,1997",90,1946,nico ladenis,giuseppe verdi,A1815
7605,952,La donna è mobile (from Rigoletto) by Giuseppe Verdi,7/18/1997,"July 18,1997",90,2243,redmond o hanlon,giuseppe verdi,A1815
7608,952,Clarinet Quintet in A major - 2nd movement by Wolfgang Amadeus Mozart,7/18/1997,"July 18,1997",90,2243,redmond o hanlon,wolfgang amadeus mozart,A5418
7610,953,Symphony No. 9 in D minor 'Choral' - Ode to Joy by Ludwig van Beethoven,7/25/1997,"July 25,1997",90,754,dr susan greenfield,ludwig van beethoven,A3004
7641,957,"Impromptu in E flat major, D899 No. 2 by Franz Schubert",8/1/1997,"August 1,1997",90,951,gene wilder,franz schubert,A1618
7645,957,Piano Trio No. 1 in B flat major by Franz Schubert,8/1/1997,"August 1,1997",90,951,gene wilder,franz schubert,A1618
7692,963,Letzte Hoffnung (from Winterreise) by Franz Schubert,8/8/1997,"August 8,1997",90,2333,robert winston,franz schubert,A1618
7694,963,Bella figlia dell'amore (from Rigoletto) by Giuseppe Verdi,8/8/1997,"August 8,1997",90,2333,robert winston,giuseppe verdi,A1815
7696,963,Goldberg Variations - Aria by Johann Sebastian Bach,8/8/1997,"August 8,1997",90,2333,robert winston,johann sebastian bach,A2427
7690,963,The Marriage of Figaro Act 3 by Wolfgang Amadeus Mozart,8/8/1997,"August 8,1997",90,2333,robert winston,wolfgang amadeus mozart,A5418
7474,936,"Impromptu in A flat major, D935 No. 2 by Franz Schubert",9/12/1997,"September 12,1997",90,2556,sir frank kermode,franz schubert,A1618
