Id,Label,date_text
A3004,ludwig van beethoven,"August 19,1968"
A5418,wolfgang amadeus mozart,"August 19,1968"
A2427,johann sebastian bach,"September 2,1968"
A5418,wolfgang amadeus mozart,"September 2,1968"
A5418,wolfgang amadeus mozart,"September 16,1968"
A3932,pyotr ilyich tchaikovsky,"October 7,1968"
A5418,wolfgang amadeus mozart,"October 14,1968"
A1790,giacomo puccini,"October 21,1968"
A1618,franz schubert,"October 28,1968"
A5418,wolfgang amadeus mozart,"October 28,1968"
A3932,pyotr ilyich tchaikovsky,"November 4,1968"
A1326,edward elgar,"November 11,1968"
A1815,giuseppe verdi,"November 13,1968"
A2427,johann sebastian bach,"November 13,1968"
A3004,ludwig van beethoven,"November 13,1968"
A5418,wolfgang amadeus mozart,"November 13,1968"
A1326,edward elgar,"November 18,1968"
A2427,johann sebastian bach,"November 18,1968"
A3932,pyotr ilyich tchaikovsky,"November 25,1968"
A1618,franz schubert,"December 16,1968"
A3004,ludwig van beethoven,"December 16,1968"
A5418,wolfgang amadeus mozart,"December 16,1968"
A3932,pyotr ilyich tchaikovsky,"December 23,1968"
A3004,ludwig van beethoven,"December 25,1968"
A2427,johann sebastian bach,"January 6,1969"
A3004,ludwig van beethoven,"January 6,1969"
A3932,pyotr ilyich tchaikovsky,"January 6,1969"
A3004,ludwig van beethoven,"January 20,1969"
A1815,giuseppe verdi,"January 27,1969"
A3932,pyotr ilyich tchaikovsky,"January 27,1969"
A1618,franz schubert,"February 3,1969"
A1815,giuseppe verdi,"February 3,1969"
A2427,johann sebastian bach,"February 3,1969"
A5418,wolfgang amadeus mozart,"February 3,1969"
A1790,giacomo puccini,"February 12,1969"
A5418,wolfgang amadeus mozart,"February 24,1969"
A1790,giacomo puccini,"March 10,1969"
A3004,ludwig van beethoven,"March 24,1969"
A5418,wolfgang amadeus mozart,"March 31,1969"
A3004,ludwig van beethoven,"April 7,1969"
A3932,pyotr ilyich tchaikovsky,"April 7,1969"
A2427,johann sebastian bach,"April 21,1969"
A3004,ludwig van beethoven,"April 21,1969"
A5418,wolfgang amadeus mozart,"April 21,1969"
A3004,ludwig van beethoven,"April 28,1969"
A1326,edward elgar,"May 5,1969"
A1618,franz schubert,"May 5,1969"
A3004,ludwig van beethoven,"May 5,1969"
A1790,giacomo puccini,"May 12,1969"
A1815,giuseppe verdi,"May 12,1969"
A2427,johann sebastian bach,"May 19,1969"
A3004,ludwig van beethoven,"May 19,1969"
A1326,edward elgar,"May 26,1969"
A3932,pyotr ilyich tchaikovsky,"May 26,1969"
A1815,giuseppe verdi,"June 2,1969"
A3004,ludwig van beethoven,"June 2,1969"
A1618,franz schubert,"June 16,1969"
A2427,johann sebastian bach,"June 16,1969"
A3004,ludwig van beethoven,"June 16,1969"
A2427,johann sebastian bach,"June 23,1969"
A3932,pyotr ilyich tchaikovsky,"June 23,1969"
A5418,wolfgang amadeus mozart,"June 23,1969"
A3004,ludwig van beethoven,"July 14,1969"
A1618,franz schubert,"July 21,1969"
A2427,johann sebastian bach,"July 21,1969"
A3932,pyotr ilyich tchaikovsky,"August 4,1969"
A1326,edward elgar,"August 11,1969"
A1326,edward elgar,"August 18,1969"
A2427,johann sebastian bach,"August 18,1969"
A5418,wolfgang amadeus mozart,"August 25,1969"
A3004,ludwig van beethoven,"September 13,1969"
A5418,wolfgang amadeus mozart,"September 13,1969"
A1326,edward elgar,"September 20,1969"
A1618,franz schubert,"September 20,1969"
A3004,ludwig van beethoven,"September 20,1969"
A5418,wolfgang amadeus mozart,"October 4,1969"
A1618,franz schubert,"October 18,1969"
A2427,johann sebastian bach,"October 18,1969"
A5418,wolfgang amadeus mozart,"October 18,1969"
A1326,edward elgar,"November 1,1969"
A3932,pyotr ilyich tchaikovsky,"November 1,1969"
A1618,franz schubert,"November 8,1969"
A1815,giuseppe verdi,"November 8,1969"
A2427,johann sebastian bach,"November 8,1969"
A5418,wolfgang amadeus mozart,"November 8,1969"
A2427,johann sebastian bach,"November 15,1969"
A3004,ludwig van beethoven,"November 15,1969"
A3004,ludwig van beethoven,"November 22,1969"
A5418,wolfgang amadeus mozart,"November 22,1969"
A1326,edward elgar,"December 13,1969"
A5418,wolfgang amadeus mozart,"December 13,1969"
A3932,pyotr ilyich tchaikovsky,"December 27,1969"
A2427,johann sebastian bach,"January 5,1970"
A5418,wolfgang amadeus mozart,"January 5,1970"
A1618,franz schubert,"January 12,1970"
A5418,wolfgang amadeus mozart,"January 12,1970"
A2427,johann sebastian bach,"January 19,1970"
A2427,johann sebastian bach,"January 26,1970"
A1326,edward elgar,"February 9,1970"
A1618,franz schubert,"February 9,1970"
A2427,johann sebastian bach,"February 23,1970"
A1326,edward elgar,"March 2,1970"
A1815,giuseppe verdi,"March 9,1970"
A3932,pyotr ilyich tchaikovsky,"March 9,1970"
A2427,johann sebastian bach,"March 16,1970"
A5418,wolfgang amadeus mozart,"March 16,1970"
A3004,ludwig van beethoven,"March 30,1970"
A1618,franz schubert,"April 6,1970"
A2427,johann sebastian bach,"April 6,1970"
A3004,ludwig van beethoven,"April 6,1970"
A5418,wolfgang amadeus mozart,"April 6,1970"
A2427,johann sebastian bach,"April 13,1970"
A1326,edward elgar,"April 20,1970"
A1815,giuseppe verdi,"April 20,1970"
A3004,ludwig van beethoven,"April 20,1970"
A5418,wolfgang amadeus mozart,"April 20,1970"
A3004,ludwig van beethoven,"May 4,1970"
A1790,giacomo puccini,"May 18,1970"
A5418,wolfgang amadeus mozart,"May 25,1970"
A2427,johann sebastian bach,"June 1,1970"
A2427,johann sebastian bach,"June 8,1970"
A5418,wolfgang amadeus mozart,"June 8,1970"
A3004,ludwig van beethoven,"June 15,1970"
A1790,giacomo puccini,"June 22,1970"
A3004,ludwig van beethoven,"June 22,1970"
A5418,wolfgang amadeus mozart,"June 29,1970"
A1326,edward elgar,"July 6,1970"
A2427,johann sebastian bach,"July 6,1970"
A3004,ludwig van beethoven,"July 6,1970"
A1618,franz schubert,"July 20,1970"
A5418,wolfgang amadeus mozart,"July 20,1970"
A1326,edward elgar,"July 27,1970"
A1790,giacomo puccini,"July 27,1970"
A3004,ludwig van beethoven,"July 27,1970"
A1618,franz schubert,"August 3,1970"
A1326,edward elgar,"August 10,1970"
A5418,wolfgang amadeus mozart,"August 10,1970"
A1618,franz schubert,"August 17,1970"
A2427,johann sebastian bach,"August 17,1970"
A3004,ludwig van beethoven,"August 17,1970"
A5418,wolfgang amadeus mozart,"August 17,1970"
A1815,giuseppe verdi,"August 24,1970"
A3004,ludwig van beethoven,"August 24,1970"
A5418,wolfgang amadeus mozart,"August 24,1970"
A1790,giacomo puccini,"August 31,1970"
A2427,johann sebastian bach,"September 7,1970"
A3004,ludwig van beethoven,"September 7,1970"
A2427,johann sebastian bach,"September 14,1970"
A1790,giacomo puccini,"September 21,1970"
A1326,edward elgar,"September 28,1970"
A1790,giacomo puccini,"September 28,1970"
A2427,johann sebastian bach,"September 28,1970"
A3004,ludwig van beethoven,"September 28,1970"
A1790,giacomo puccini,"October 5,1970"
A2427,johann sebastian bach,"October 19,1970"
A1326,edward elgar,"October 26,1970"
A3004,ludwig van beethoven,"October 26,1970"
A5418,wolfgang amadeus mozart,"October 26,1970"
A1326,edward elgar,"November 2,1970"
A1618,franz schubert,"November 2,1970"
A1815,giuseppe verdi,"November 16,1970"
A2427,johann sebastian bach,"November 16,1970"
A1815,giuseppe verdi,"November 23,1970"
A5418,wolfgang amadeus mozart,"November 23,1970"
A5418,wolfgang amadeus mozart,"November 30,1970"
A1815,giuseppe verdi,"December 7,1970"
A2427,johann sebastian bach,"December 7,1970"
A5418,wolfgang amadeus mozart,"December 7,1970"
A2427,johann sebastian bach,"December 14,1970"
A2427,johann sebastian bach,"December 28,1970"
A5418,wolfgang amadeus mozart,"December 28,1970"
A1790,giacomo puccini,"January 11,1971"
A2427,johann sebastian bach,"January 11,1971"
A5418,wolfgang amadeus mozart,"January 11,1971"
A1815,giuseppe verdi,"January 18,1971"
A2427,johann sebastian bach,"January 18,1971"
A5418,wolfgang amadeus mozart,"January 18,1971"
A1618,franz schubert,"January 25,1971"
A1790,giacomo puccini,"January 25,1971"
A2427,johann sebastian bach,"February 1,1971"
A3004,ludwig van beethoven,"February 1,1971"
A1326,edward elgar,"February 8,1971"
A3004,ludwig van beethoven,"February 8,1971"
A5418,wolfgang amadeus mozart,"February 8,1971"
A1326,edward elgar,"February 22,1971"
A5418,wolfgang amadeus mozart,"March 1,1971"
A2427,johann sebastian bach,"March 8,1971"
A3004,ludwig van beethoven,"March 8,1971"
A1326,edward elgar,"March 22,1971"
A2427,johann sebastian bach,"March 22,1971"
A1790,giacomo puccini,"April 5,1971"
A3932,pyotr ilyich tchaikovsky,"April 5,1971"
A3932,pyotr ilyich tchaikovsky,"April 12,1971"
A1618,franz schubert,"April 26,1971"
A2427,johann sebastian bach,"April 26,1971"
A3004,ludwig van beethoven,"April 26,1971"
A1326,edward elgar,"May 10,1971"
A1790,giacomo puccini,"May 10,1971"
A3004,ludwig van beethoven,"May 10,1971"
A5418,wolfgang amadeus mozart,"May 10,1971"
A1326,edward elgar,"May 17,1971"
A2427,johann sebastian bach,"May 24,1971"
A5418,wolfgang amadeus mozart,"May 24,1971"
A3004,ludwig van beethoven,"June 7,1971"
A5418,wolfgang amadeus mozart,"June 7,1971"
A1618,franz schubert,"June 14,1971"
A3004,ludwig van beethoven,"June 14,1971"
A5418,wolfgang amadeus mozart,"June 21,1971"
A1790,giacomo puccini,"June 28,1971"
A3004,ludwig van beethoven,"July 12,1971"
A5418,wolfgang amadeus mozart,"July 12,1971"
A1326,edward elgar,"July 19,1971"
A3932,pyotr ilyich tchaikovsky,"July 19,1971"
A3004,ludwig van beethoven,"July 26,1971"
A5418,wolfgang amadeus mozart,"July 26,1971"
A1618,franz schubert,"August 2,1971"
A1815,giuseppe verdi,"August 2,1971"
A2427,johann sebastian bach,"August 2,1971"
A1326,edward elgar,"August 9,1971"
A3932,pyotr ilyich tchaikovsky,"August 16,1971"
A5418,wolfgang amadeus mozart,"August 16,1971"
A1326,edward elgar,"August 23,1971"
A2427,johann sebastian bach,"August 23,1971"
A1618,franz schubert,"August 30,1971"
A3004,ludwig van beethoven,"August 30,1971"
A5418,wolfgang amadeus mozart,"August 30,1971"
A2427,johann sebastian bach,"September 6,1971"
A3004,ludwig van beethoven,"September 6,1971"
A1790,giacomo puccini,"September 13,1971"
A2427,johann sebastian bach,"September 20,1971"
A3932,pyotr ilyich tchaikovsky,"September 27,1971"
A1815,giuseppe verdi,"October 11,1971"
A2427,johann sebastian bach,"October 11,1971"
A5418,wolfgang amadeus mozart,"October 11,1971"
A1815,giuseppe verdi,"October 18,1971"
A3004,ludwig van beethoven,"October 18,1971"
A2427,johann sebastian bach,"November 1,1971"
A1326,edward elgar,"November 8,1971"
A2427,johann sebastian bach,"November 8,1971"
A2427,johann sebastian bach,"November 15,1971"
A3004,ludwig van beethoven,"November 15,1971"
A5418,wolfgang amadeus mozart,"November 15,1971"
A1618,franz schubert,"November 22,1971"
A2427,johann sebastian bach,"November 22,1971"
A3004,ludwig van beethoven,"November 22,1971"
A5418,wolfgang amadeus mozart,"November 22,1971"
A1326,edward elgar,"November 29,1971"
A1326,edward elgar,"December 6,1971"
A2427,johann sebastian bach,"December 13,1971"
A5418,wolfgang amadeus mozart,"December 13,1971"
A1326,edward elgar,"December 20,1971"
A1815,giuseppe verdi,"December 20,1971"
A3932,pyotr ilyich tchaikovsky,"December 20,1971"
A5418,wolfgang amadeus mozart,"December 20,1971"
A1790,giacomo puccini,"December 27,1971"
A5418,wolfgang amadeus mozart,"January 3,1972"
A1618,franz schubert,"January 10,1972"
A3004,ludwig van beethoven,"January 10,1972"
A3932,pyotr ilyich tchaikovsky,"January 17,1972"
A1326,edward elgar,"January 24,1972"
A1618,franz schubert,"January 24,1972"
A2427,johann sebastian bach,"January 24,1972"
A3004,ludwig van beethoven,"January 24,1972"
A5418,wolfgang amadeus mozart,"January 24,1972"
A1815,giuseppe verdi,"January 31,1972"
A2427,johann sebastian bach,"January 31,1972"
A5418,wolfgang amadeus mozart,"January 31,1972"
A3004,ludwig van beethoven,"February 7,1972"
A1790,giacomo puccini,"February 14,1972"
A2427,johann sebastian bach,"February 28,1972"
A1326,edward elgar,"March 6,1972"
A1815,giuseppe verdi,"March 6,1972"
A2427,johann sebastian bach,"March 6,1972"
A3004,ludwig van beethoven,"March 13,1972"
A2427,johann sebastian bach,"March 20,1972"
A5418,wolfgang amadeus mozart,"March 20,1972"
A1618,franz schubert,"April 10,1972"
A2427,johann sebastian bach,"April 10,1972"
A1326,edward elgar,"April 17,1972"
A1618,franz schubert,"April 17,1972"
A1815,giuseppe verdi,"April 24,1972"
A2427,johann sebastian bach,"April 24,1972"
A3004,ludwig van beethoven,"April 24,1972"
A5418,wolfgang amadeus mozart,"April 24,1972"
A2427,johann sebastian bach,"May 1,1972"
A5418,wolfgang amadeus mozart,"May 1,1972"
A1815,giuseppe verdi,"May 15,1972"
A2427,johann sebastian bach,"May 15,1972"
A1326,edward elgar,"May 22,1972"
A5418,wolfgang amadeus mozart,"May 22,1972"
A1326,edward elgar,"June 5,1972"
A1618,franz schubert,"June 5,1972"
A2427,johann sebastian bach,"June 5,1972"
A3004,ludwig van beethoven,"June 5,1972"
A3932,pyotr ilyich tchaikovsky,"June 5,1972"
A1326,edward elgar,"June 19,1972"
A2427,johann sebastian bach,"June 19,1972"
A3004,ludwig van beethoven,"June 26,1972"
A3932,pyotr ilyich tchaikovsky,"June 26,1972"
A1618,franz schubert,"July 3,1972"
A3004,ludwig van beethoven,"July 3,1972"
A2427,johann sebastian bach,"July 10,1972"
A3004,ludwig van beethoven,"July 10,1972"
A1815,giuseppe verdi,"July 24,1972"
A5418,wolfgang amadeus mozart,"July 24,1972"
A1618,franz schubert,"August 7,1972"
A2427,johann sebastian bach,"August 7,1972"
A3004,ludwig van beethoven,"August 7,1972"
A5418,wolfgang amadeus mozart,"August 7,1972"
A3004,ludwig van beethoven,"August 14,1972"
A3004,ludwig van beethoven,"August 21,1972"
A5418,wolfgang amadeus mozart,"August 21,1972"
A2427,johann sebastian bach,"September 4,1972"
A5418,wolfgang amadeus mozart,"September 4,1972"
A1618,franz schubert,"September 11,1972"
A2427,johann sebastian bach,"September 11,1972"
A3004,ludwig van beethoven,"September 18,1972"
A1326,edward elgar,"October 23,1972"
A1815,giuseppe verdi,"October 23,1972"
A2427,johann sebastian bach,"October 30,1972"
A1326,edward elgar,"November 6,1972"
A2427,johann sebastian bach,"November 13,1972"
A5418,wolfgang amadeus mozart,"November 13,1972"
A3004,ludwig van beethoven,"November 27,1972"
A2427,johann sebastian bach,"December 18,1972"
A2427,johann sebastian bach,"January 1,1973"
A2427,johann sebastian bach,"January 8,1973"
A3932,pyotr ilyich tchaikovsky,"January 8,1973"
A5418,wolfgang amadeus mozart,"January 8,1973"
A1326,edward elgar,"January 15,1973"
A2427,johann sebastian bach,"January 22,1973"
A3932,pyotr ilyich tchaikovsky,"January 22,1973"
A3004,ludwig van beethoven,"January 29,1973"
A1618,franz schubert,"February 5,1973"
A1815,giuseppe verdi,"February 12,1973"
A5418,wolfgang amadeus mozart,"February 12,1973"
A2427,johann sebastian bach,"February 19,1973"
A5418,wolfgang amadeus mozart,"February 26,1973"
A1618,franz schubert,"March 5,1973"
A1790,giacomo puccini,"March 5,1973"
A5418,wolfgang amadeus mozart,"March 5,1973"
A1618,franz schubert,"March 12,1973"
A1815,giuseppe verdi,"March 12,1973"
A3004,ludwig van beethoven,"March 12,1973"
A5418,wolfgang amadeus mozart,"March 12,1973"
A3932,pyotr ilyich tchaikovsky,"March 26,1973"
A5418,wolfgang amadeus mozart,"March 26,1973"
A1790,giacomo puccini,"April 2,1973"
A2427,johann sebastian bach,"April 2,1973"
A3004,ludwig van beethoven,"April 2,1973"
A5418,wolfgang amadeus mozart,"April 2,1973"
A1790,giacomo puccini,"April 9,1973"
A2427,johann sebastian bach,"April 23,1973"
A1326,edward elgar,"April 30,1973"
A5418,wolfgang amadeus mozart,"April 30,1973"
A3004,ludwig van beethoven,"May 7,1973"
A1326,edward elgar,"May 21,1973"
A2427,johann sebastian bach,"May 21,1973"
A3004,ludwig van beethoven,"May 21,1973"
A1326,edward elgar,"June 4,1973"
A3004,ludwig van beethoven,"June 4,1973"
A5418,wolfgang amadeus mozart,"June 18,1973"
A2427,johann sebastian bach,"July 2,1973"
A3004,ludwig van beethoven,"July 2,1973"
A2427,johann sebastian bach,"July 30,1973"
A1815,giuseppe verdi,"August 13,1973"
A5418,wolfgang amadeus mozart,"August 13,1973"
A1790,giacomo puccini,"August 27,1973"
A1815,giuseppe verdi,"August 27,1973"
A1326,edward elgar,"September 3,1973"
A3004,ludwig van beethoven,"September 3,1973"
A3932,pyotr ilyich tchaikovsky,"September 3,1973"
A1326,edward elgar,"September 10,1973"
A1815,giuseppe verdi,"September 17,1973"
A3004,ludwig van beethoven,"September 17,1973"
A1815,giuseppe verdi,"September 24,1973"
A3004,ludwig van beethoven,"September 24,1973"
A1326,edward elgar,"October 15,1973"
A1815,giuseppe verdi,"October 15,1973"
A3004,ludwig van beethoven,"October 15,1973"
A1326,edward elgar,"November 5,1973"
A3932,pyotr ilyich tchaikovsky,"November 19,1973"
A5418,wolfgang amadeus mozart,"November 19,1973"
A1815,giuseppe verdi,"December 3,1973"
A3004,ludwig van beethoven,"December 3,1973"
A3932,pyotr ilyich tchaikovsky,"December 10,1973"
A2427,johann sebastian bach,"December 17,1973"
A5418,wolfgang amadeus mozart,"December 17,1973"
A1326,edward elgar,"December 24,1973"
A3004,ludwig van beethoven,"December 24,1973"
A3932,pyotr ilyich tchaikovsky,"December 24,1973"
A1618,franz schubert,"December 31,1973"
A1815,giuseppe verdi,"December 31,1973"
A2427,johann sebastian bach,"December 31,1973"
A3004,ludwig van beethoven,"December 31,1973"
A5418,wolfgang amadeus mozart,"December 31,1973"
A1618,franz schubert,"January 7,1974"
A5418,wolfgang amadeus mozart,"January 7,1974"
A1790,giacomo puccini,"January 14,1974"
A3932,pyotr ilyich tchaikovsky,"January 14,1974"
A1618,franz schubert,"January 21,1974"
A3004,ludwig van beethoven,"January 21,1974"
A5418,wolfgang amadeus mozart,"January 21,1974"
A3932,pyotr ilyich tchaikovsky,"January 28,1974"
A5418,wolfgang amadeus mozart,"January 28,1974"
A3932,pyotr ilyich tchaikovsky,"February 11,1974"
A1790,giacomo puccini,"March 11,1974"
A1326,edward elgar,"March 18,1974"
A1618,franz schubert,"March 25,1974"
A3932,pyotr ilyich tchaikovsky,"March 25,1974"
A1618,franz schubert,"April 1,1974"
A1815,giuseppe verdi,"April 1,1974"
A1326,edward elgar,"April 8,1974"
A2427,johann sebastian bach,"April 8,1974"
A5418,wolfgang amadeus mozart,"April 8,1974"
A1618,franz schubert,"April 15,1974"
A3004,ludwig van beethoven,"April 15,1974"
A5418,wolfgang amadeus mozart,"April 15,1974"
A1326,edward elgar,"April 22,1974"
A2427,johann sebastian bach,"April 22,1974"
A5418,wolfgang amadeus mozart,"April 22,1974"
A1815,giuseppe verdi,"April 29,1974"
A2427,johann sebastian bach,"April 29,1974"
A5418,wolfgang amadeus mozart,"April 29,1974"
A1326,edward elgar,"May 6,1974"
A2427,johann sebastian bach,"May 6,1974"
A1790,giacomo puccini,"May 13,1974"
A1790,giacomo puccini,"May 20,1974"
A1815,giuseppe verdi,"May 20,1974"
A1326,edward elgar,"June 3,1974"
A1326,edward elgar,"June 10,1974"
A2427,johann sebastian bach,"June 10,1974"
A5418,wolfgang amadeus mozart,"June 17,1974"
A2427,johann sebastian bach,"July 1,1974"
A3004,ludwig van beethoven,"July 1,1974"
A1790,giacomo puccini,"July 8,1974"
A1618,franz schubert,"July 22,1974"
A1815,giuseppe verdi,"July 22,1974"
A2427,johann sebastian bach,"July 22,1974"
A1326,edward elgar,"July 29,1974"
A2427,johann sebastian bach,"July 29,1974"
A3004,ludwig van beethoven,"July 29,1974"
A1815,giuseppe verdi,"August 5,1974"
A5418,wolfgang amadeus mozart,"August 5,1974"
A3932,pyotr ilyich tchaikovsky,"August 12,1974"
A5418,wolfgang amadeus mozart,"August 12,1974"
A3004,ludwig van beethoven,"August 19,1974"
A3932,pyotr ilyich tchaikovsky,"August 19,1974"
A3004,ludwig van beethoven,"August 26,1974"
A1618,franz schubert,"September 2,1974"
A1790,giacomo puccini,"September 2,1974"
A3004,ludwig van beethoven,"September 2,1974"
A1326,edward elgar,"September 9,1974"
A5418,wolfgang amadeus mozart,"September 9,1974"
A3004,ludwig van beethoven,"September 23,1974"
A1326,edward elgar,"September 30,1974"
A2427,johann sebastian bach,"September 30,1974"
A5418,wolfgang amadeus mozart,"October 7,1974"
A1790,giacomo puccini,"October 21,1974"
A5418,wolfgang amadeus mozart,"October 28,1974"
A2427,johann sebastian bach,"November 4,1974"
A2427,johann sebastian bach,"November 11,1974"
A3004,ludwig van beethoven,"November 11,1974"
A1790,giacomo puccini,"November 18,1974"
A5418,wolfgang amadeus mozart,"December 2,1974"
A2427,johann sebastian bach,"December 9,1974"
A3004,ludwig van beethoven,"December 9,1974"
A5418,wolfgang amadeus mozart,"December 9,1974"
A1326,edward elgar,"December 16,1974"
A3932,pyotr ilyich tchaikovsky,"December 16,1974"
A1815,giuseppe verdi,"December 23,1974"
A3004,ludwig van beethoven,"December 23,1974"
A5418,wolfgang amadeus mozart,"December 23,1974"
A2427,johann sebastian bach,"January 6,1975"
A3004,ludwig van beethoven,"January 6,1975"
A5418,wolfgang amadeus mozart,"January 6,1975"
A1326,edward elgar,"January 13,1975"
A3004,ludwig van beethoven,"January 13,1975"
A1815,giuseppe verdi,"January 20,1975"
A5418,wolfgang amadeus mozart,"January 20,1975"
A1326,edward elgar,"January 27,1975"
A2427,johann sebastian bach,"January 27,1975"
A2427,johann sebastian bach,"February 3,1975"
A3004,ludwig van beethoven,"February 3,1975"
A5418,wolfgang amadeus mozart,"February 3,1975"
A1815,giuseppe verdi,"February 24,1975"
A3004,ludwig van beethoven,"February 24,1975"
A1815,giuseppe verdi,"March 10,1975"
A3004,ludwig van beethoven,"March 10,1975"
A5418,wolfgang amadeus mozart,"March 10,1975"
A2427,johann sebastian bach,"March 17,1975"
A3004,ludwig van beethoven,"March 17,1975"
A1618,franz schubert,"March 24,1975"
A1815,giuseppe verdi,"March 24,1975"
A3932,pyotr ilyich tchaikovsky,"April 7,1975"
A2427,johann sebastian bach,"April 14,1975"
A1790,giacomo puccini,"April 21,1975"
A3004,ludwig van beethoven,"April 21,1975"
A1815,giuseppe verdi,"April 28,1975"
A5418,wolfgang amadeus mozart,"April 28,1975"
A2427,johann sebastian bach,"May 5,1975"
A3932,pyotr ilyich tchaikovsky,"May 12,1975"
A5418,wolfgang amadeus mozart,"May 26,1975"
A1326,edward elgar,"June 9,1975"
A1815,giuseppe verdi,"June 9,1975"
A5418,wolfgang amadeus mozart,"June 9,1975"
A1815,giuseppe verdi,"June 23,1975"
A3004,ludwig van beethoven,"June 23,1975"
A5418,wolfgang amadeus mozart,"June 23,1975"
A1326,edward elgar,"July 7,1975"
A3004,ludwig van beethoven,"July 14,1975"
A1326,edward elgar,"July 21,1975"
A1618,franz schubert,"July 21,1975"
A5418,wolfgang amadeus mozart,"July 21,1975"
A1326,edward elgar,"July 28,1975"
A1790,giacomo puccini,"July 28,1975"
A3004,ludwig van beethoven,"August 4,1975"
A2427,johann sebastian bach,"August 11,1975"
A5418,wolfgang amadeus mozart,"August 18,1975"
A1815,giuseppe verdi,"August 25,1975"
A3932,pyotr ilyich tchaikovsky,"August 25,1975"
A5418,wolfgang amadeus mozart,"August 25,1975"
A2427,johann sebastian bach,"September 15,1975"
A5418,wolfgang amadeus mozart,"September 15,1975"
A1618,franz schubert,"September 22,1975"
A5418,wolfgang amadeus mozart,"September 22,1975"
A1326,edward elgar,"September 29,1975"
A1618,franz schubert,"September 29,1975"
A1790,giacomo puccini,"September 29,1975"
A3932,pyotr ilyich tchaikovsky,"September 29,1975"
A5418,wolfgang amadeus mozart,"September 29,1975"
A1326,edward elgar,"October 6,1975"
A2427,johann sebastian bach,"October 6,1975"
A3004,ludwig van beethoven,"October 6,1975"
A5418,wolfgang amadeus mozart,"October 6,1975"
A1618,franz schubert,"October 20,1975"
A1815,giuseppe verdi,"October 20,1975"
A3004,ludwig van beethoven,"October 20,1975"
A5418,wolfgang amadeus mozart,"October 20,1975"
A1326,edward elgar,"October 27,1975"
A1815,giuseppe verdi,"November 3,1975"
A2427,johann sebastian bach,"November 3,1975"
A3004,ludwig van beethoven,"November 3,1975"
A1790,giacomo puccini,"November 10,1975"
A2427,johann sebastian bach,"November 24,1975"
A3004,ludwig van beethoven,"November 24,1975"
A1790,giacomo puccini,"December 1,1975"
A3004,ludwig van beethoven,"December 1,1975"
A3932,pyotr ilyich tchaikovsky,"December 15,1975"
A5418,wolfgang amadeus mozart,"December 15,1975"
A2427,johann sebastian bach,"January 5,1976"
A1815,giuseppe verdi,"January 12,1976"
A2427,johann sebastian bach,"January 12,1976"
A3004,ludwig van beethoven,"January 12,1976"
A3932,pyotr ilyich tchaikovsky,"January 19,1976"
A1790,giacomo puccini,"February 2,1976"
A3004,ludwig van beethoven,"February 9,1976"
A5418,wolfgang amadeus mozart,"February 9,1976"
A1815,giuseppe verdi,"February 16,1976"
A3004,ludwig van beethoven,"February 16,1976"
A5418,wolfgang amadeus mozart,"February 16,1976"
A1790,giacomo puccini,"February 23,1976"
A5418,wolfgang amadeus mozart,"March 1,1976"
A3004,ludwig van beethoven,"March 8,1976"
A3932,pyotr ilyich tchaikovsky,"March 8,1976"
A5418,wolfgang amadeus mozart,"March 8,1976"
A3004,ludwig van beethoven,"March 15,1976"
A1790,giacomo puccini,"March 22,1976"
A2427,johann sebastian bach,"March 29,1976"
A5418,wolfgang amadeus mozart,"March 29,1976"
A3004,ludwig van beethoven,"April 5,1976"
A3932,pyotr ilyich tchaikovsky,"April 5,1976"
A5418,wolfgang amadeus mozart,"April 5,1976"
A2427,johann sebastian bach,"April 12,1976"
A3004,ludwig van beethoven,"April 12,1976"
A5418,wolfgang amadeus mozart,"April 12,1976"
A1326,edward elgar,"May 3,1976"
A2427,johann sebastian bach,"May 3,1976"
A3004,ludwig van beethoven,"May 3,1976"
A5418,wolfgang amadeus mozart,"May 3,1976"
A1326,edward elgar,"May 17,1976"
A3004,ludwig van beethoven,"May 17,1976"
A1618,franz schubert,"June 7,1976"
A3004,ludwig van beethoven,"June 7,1976"
A5418,wolfgang amadeus mozart,"June 7,1976"
A5418,wolfgang amadeus mozart,"June 14,1976"
A3004,ludwig van beethoven,"June 21,1976"
A5418,wolfgang amadeus mozart,"June 21,1976"
A1326,edward elgar,"June 28,1976"
A1618,franz schubert,"June 28,1976"
A3004,ludwig van beethoven,"June 28,1976"
A5418,wolfgang amadeus mozart,"June 28,1976"
A2427,johann sebastian bach,"July 5,1976"
A5418,wolfgang amadeus mozart,"July 5,1976"
A3932,pyotr ilyich tchaikovsky,"July 12,1976"
A1326,edward elgar,"July 19,1976"
A1326,edward elgar,"August 2,1976"
A3004,ludwig van beethoven,"August 9,1976"
A3932,pyotr ilyich tchaikovsky,"August 9,1976"
A5418,wolfgang amadeus mozart,"August 9,1976"
A2427,johann sebastian bach,"August 16,1976"
A5418,wolfgang amadeus mozart,"August 16,1976"
A1326,edward elgar,"August 23,1976"
A1790,giacomo puccini,"September 13,1976"
A3004,ludwig van beethoven,"September 13,1976"
A5418,wolfgang amadeus mozart,"September 27,1976"
A1326,edward elgar,"October 4,1976"
A5418,wolfgang amadeus mozart,"October 4,1976"
A2427,johann sebastian bach,"October 11,1976"
A1815,giuseppe verdi,"October 18,1976"
A3004,ludwig van beethoven,"October 25,1976"
